GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022200075,7,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,14,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,52,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,33,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,10,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,159,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,12,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,9,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,175,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,31,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,24,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,202,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,38,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,223,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,16,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,376,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,472,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,193,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,486,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,4,54,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,10,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,636,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,30,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200075,641,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,1,20221028,MIL,NYK
Shot Chart Detail,0022200085,35,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,33,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,19,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,317,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,13,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,341,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,37,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,22,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,372,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-92,269,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,448,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,588,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,598,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,25,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,605,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,56,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,639,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,1,15,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,644,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,50,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-99,32,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200085,668,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,5,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,13,1,1,20221029,MIL,ATL
Shot Chart Detail,0022200100,27,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,11,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,173,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,44,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,43,101,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,188,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,10,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,36,52,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,191,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,40,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,346,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,5,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,370,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,5,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,373,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,49,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,381,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,25,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,402,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,494,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,34,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,10,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,554,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,28,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,5,1,1,20221031,MIL,DET
Shot Chart Detail,0022200100,646,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,2,7,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-18,107,1,1,20221031,MIL,DET
Shot Chart Detail,0022200113,11,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,34,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,18,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,13,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,13,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,28,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,44,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,51,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,55,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,166,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,5,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,201,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,10,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,310,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,3,25,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,375,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,41,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,406,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,25,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-134,20,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,495,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,32,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20221102,MIL,DET
Shot Chart Detail,0022200113,556,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-127,107,1,1,20221102,MIL,DET
Shot Chart Detail,0022200129,10,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,34,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,64,174,1,1,20221104,MIN,MIL
Shot Chart Detail,0022200129,50,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-224,103,1,1,20221104,MIN,MIL
Shot Chart Detail,0022200129,367,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,23,1,1,20221104,MIN,MIL
Shot Chart Detail,0022200129,482,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20221104,MIN,MIL
Shot Chart Detail,0022200129,555,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,47,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,20,1,1,20221104,MIN,MIL
Shot Chart Detail,0022200129,574,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,5,264,1,1,20221104,MIN,MIL
Shot Chart Detail,0022200129,582,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,7,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,5,1,1,20221104,MIN,MIL
Shot Chart Detail,0022200149,15,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,0,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,16,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200149,40,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,23,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200149,169,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,13,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200149,223,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,47,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200149,293,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,1,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,26,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200149,372,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,49,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,1,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200149,408,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,5,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200149,482,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,51,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-2,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200149,558,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,-1,1,1,20221107,ATL,MIL
Shot Chart Detail,0022200204,30,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,33,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,26,1,1,20221114,MIL,ATL
Shot Chart Detail,0022200204,33,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,30,1,1,20221114,MIL,ATL
Shot Chart Detail,0022200204,225,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,43,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,21,1,1,20221114,MIL,ATL
Shot Chart Detail,0022200204,269,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,5,14,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,14,1,1,20221114,MIL,ATL
Shot Chart Detail,0022200204,353,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,26,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,-6,1,1,20221114,MIL,ATL
Shot Chart Detail,0022200204,367,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,13,1,1,20221114,MIL,ATL
Shot Chart Detail,0022200204,571,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,18,1,1,20221114,MIL,ATL
Shot Chart Detail,0022200204,617,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-3,1,1,20221114,MIL,ATL
Shot Chart Detail,0022200216,82,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,58,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221116,MIL,CLE
Shot Chart Detail,0022200216,369,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,11,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,2,1,1,20221116,MIL,CLE
Shot Chart Detail,0022200216,380,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,16,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,-4,1,1,20221116,MIL,CLE
Shot Chart Detail,0022200216,404,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,37,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-98,163,1,1,20221116,MIL,CLE
Shot Chart Detail,0022200216,478,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,17,1,1,20221116,MIL,CLE
Shot Chart Detail,0022200216,486,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,10,1,1,20221116,MIL,CLE
Shot Chart Detail,0022200226,22,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,31,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,5,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,26,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,3,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,72,173,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,47,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,4,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,56,261,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,126,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,31,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,208,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,58,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-91,15,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,291,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,2,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-2,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,355,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,51,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,27,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,511,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,26,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,529,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,12,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,27,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200226,546,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,10,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,29,1,1,20221118,PHI,MIL
Shot Chart Detail,0022200251,48,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,25,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,73,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,7,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,-2,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,150,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,47,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,153,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,17,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,20,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,227,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,312,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,24,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,9,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,333,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-107,143,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,339,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,20,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,2,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,365,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,16,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-4,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,414,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-47,169,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,420,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,4,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,5,190,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,456,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,56,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,479,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-96,169,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,507,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,28,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,6,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,586,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,49,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-39,53,1,1,20221121,MIL,POR
Shot Chart Detail,0022200251,609,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,7,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,-75,138,1,1,20221121,MIL,POR
Shot Chart Detail,0022200267,18,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,50,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20221123,MIL,CHI
Shot Chart Detail,0022200267,146,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,32,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,10,1,1,20221123,MIL,CHI
Shot Chart Detail,0022200267,157,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,18,1,1,20221123,MIL,CHI
Shot Chart Detail,0022200267,311,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,1,50,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-71,160,1,1,20221123,MIL,CHI
Shot Chart Detail,0022200267,356,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,41,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-49,166,1,1,20221123,MIL,CHI
Shot Chart Detail,0022200267,364,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,32,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,11,1,1,20221123,MIL,CHI
Shot Chart Detail,0022200267,369,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,9,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,25,1,1,20221123,MIL,CHI
